かな,英語,ローマ字
しゅっけつ,bleeding,shukketsu
しゅっこく,departure,shukkoku
しゅっさん,birth,shussan
しゅつじょう,participation,shutsujō
しゅっしん,come from,shusshin
しゅっせ,success,shusse
しゅっせき,attendance,shusseki
しゅっちょう,business trip,shutchō
しゅっぱつ,departure,shuppatsu
しゅっぱん,publishing,shuppan
しゅっぱんしゃ,publishing company,shuppansha
しゅつりょく,output,shutsuryoku
しゅと,capital,shuto
しゅにん,person in charge,shunin
しゅのう,head,shunō
しゅび,defense,shubi
しゅふ,housewife,shufu
しゅみ,hobby,shumi
じゅみょう,life span,jumyō
しゅもく,item,shumoku
しゅやく,leading part,shuyaku
しゅよう,main,shuyō
じゅよう,demand,juyō
しゅるい,kind,shurui
じゅわき,receiver,juwaki
じゅん,order,jun
じゅんい,order,jun'i
しゅんかしゅうとう,four seasons,shunkashūtō
しゅんかん,instant,shunkan
じゅんきゅう,local express,junkyū
じゅんじゅんに,by turns,junjunni
じゅんじょ,order,junjo
じゅんすい,pure,junsui
じゅんちょう,favorable condition,junchō
じゅんばん,order,junban
じゅんび,provide for,junbi
しゅんぶん,vernal equinox,shunbun
しょう,prize,shō
しょう,smallness,shō
しょう,chapter,shō
しよう,private business,shiyō
しよう,usage,shiyō
じょう,upper,jō
しょうか,fire fighting,shōka
しょうか,digestion,shōka
しょうかい,introduction,shōkai
しょうがい,obstacle,shōgai
しょうがい,for life,shōgai
しょうかき,fire extinguisher,shōkaki
しょうがくきん,scholarship,shōgakukin
しょうがくせい,schoolchildren,shōgakusei
しょうがつ,New Year,shōgatsu
しょうがっこう,elementary school,shōgakkō
じょうぎ,ruler,jōgi
じょうきゃく,passenger,jōkyaku
じょうきゅう,higher grade,jōkyū
しょうぎょう,commerce,shōgyō
じょうきょう,state of affairs,jōkyō
しょうきょくてき,negative,shōkyokuteki
じょうげ,top and bottom,jōge
しょうけん,bill,shōken
じょうけん,condition,jōken
しょうこ,proof,shōko
しょうご,noon,shōgo
しょうさい,details,shōsai
しょうじ,paper sliding-door,shōji
じょうし,boss,jōshi
しょうじき,honest,shōjiki
じょうしき,common sense,jōshiki
しょうしゃ,trading firm,shōsha
じょうしゃ,boarding,jōsha
じょうしゃけん,railway ticket,jōshaken
じょうじゅん,beginning of the month,jōjun
しょうじょ,girl,shōjo
しょうしょう,a little,shōshō
しょうしょう,a little,shōshō
しょうじょう,symptom,shōjō
じょうしょう,ascension,jōshō
しょうじる,happen,shōjiru
じょうず,good,jōzu
しょうすう,small number,shōsū
しょうすう,decimal,shōsū
しょうずる,arise,shōzuru
じょうせい,state of things,jōsei
しょうせつ,novel,shōsetsu
しょうたい,invitation,shōtai
じょうたい,state,jōtai
じょうたつ,progress,jōtatsu
じょうだん,joke,jōdan
しょうち,consent,shōchi
しょうちゅう,shochu (distilled liquor),shōchū
しょうちょう,symbol,shōchō
しょうてん,shop,shōten
しょうてん,focus,shōten
じょうとう,first-class,jōtō
しょうどく,disinfection,shōdoku
しょうとつ,collision,shōtotsu
しょうにか,pediatrics,shōnika
しょうにん,merchant,shōnin
しょうにん,approval,shōnin
しようにん,servant,shiyōnin
じょうねつ,passion,jōnetsu
しょうねん,boy,shōnen
しょうはい,victory or defeat,shōhai
しょうばい,trade,shōbai
しょうひ,consumption,shōhi
しょうひしゃ,consumer,shōhisha
しょうひん,goods,shōhin
しょうひん,prize,shōhin
じょうひん,elegance,jōhin
しょうぶ,match,shōbu
じょうぶ,healthy,jōbu
しょうべん,urine,shōben
しょうぼう,fire fighting,shōbō
じょうほう,information,jōhō
しょうぼうし,firefighter,shōbōshi
しょうぼうしゃ,fire engine,shōbōsha
しょうぼうしょ,fire station,shōbōsho
しょうめい,illumination,shōmei
しょうめい,proof,shōmei
しょうめん,front,shōmen
じょうやく,treaty,jōyaku
しょうゆ,soy sauce,shōyu
しょうらい,future,shōrai
しょうりゃく,omission,shōryaku
じょうりゅう,upstream,jōryū
しょうりょう,small amount,shōryō
しょうりょう,small quantity,shōryō
しょうわ,Showa era,shōwa
しょーとけーき,Japanese strawberry shortcake,shōtokēki
しょか,early summer,shoka
しょき,early days,shoki
しょきゅう,beginner class,shokyū
じょぎんぐ,jogging,jogingu
しょくいん,staff,shokuin
しょくぎょう,occupation,shokugyō
しょくじ,meal,shokuji
しょくせんき,dishwasher,shokusenki
しょくたく,dining table,shokutaku
しょくどう,dining hall,shokudō
しょくば,place of work,shokuba
しょくぱん,bread,shokupan
しょくひ,food expenses,shokuhi
しょくひん,food,shokuhin
しょくぶつ,plant,shokubutsu
しょくぶつえん,botanical garden,shokubutsuen
しょくみんち,colony,shokuminchi
しょくもつ,food,shokumotsu
しょくよく,appetite,shokuyoku
しょくりょう,food supplies,shokuryō
じょこう,slow speed,jokō
しょこく,various countries,shokoku
じょし,woman,joshi
じょし,particle,joshi
じょしゅ,assistant,joshu
じょしゅせき,passenger seat,joshuseki
じょせい,woman,josei
じょせいてき,feminine,joseiteki
しょぞく,belonging,shozoku
しょちゅうみまい,summer greeting,shochūmimai
しょっき,tableware,shokki
しょっきだな,dish shelf,shokkidana
しょっく,shock,shokku
しょっちゅう,frequently,shotchū
しょっぴんぐ,shopping,shoppingu
しょてん,bookstore,shoten
しょどう,Japanese calligraphy,shodō
しょとく,income,shotoku
しょにち,first day,shonichi
しょほ,first steps,shoho
しょもつ,book,shomotsu
じょゆう,actress,joyū
しょり,management,shori
しょるい,documents,shorui
しらが,white hair,shiraga
しらずしらず,unawares,shirazushirazu
しらせ,information,shirase
しらせる,let know,shiraseru
しらべ,investigation,shirabe
しらべる,investigate,shiraberu
しりあい,acquaintance,shiriai
しりあう,get acquainted with,shiriau
しりーず,series,shiriizu
しりつ,private,shiritsu
しりつ,municipal,shiritsu
しりょう,materials,shiryō
しる,know,shiru
しるし,mark,shirushi
しれる,become known,shireru
しろ,white,shiro
しろ,castle,shiro
しろい,white,shiroi
じろじろ,stare,jirojiro
しわ,wrinkle,shiwa
しわす,December,shiwasu
しんがく,entering a school of higher grade,shingaku
じんかく,character,jinkaku
しんがっき,new term,shingakki
しんかんせん,Shinkansen,shinkansen
しんぎ,deliberation,shingi
しんけい,sensitivity,shinkei
しんけん,serious,shinken
じんけん,human rights,jinken
しんこう,advancement,shinkō
しんこう,faith,shinkō
しんごう,signal,shingō
じんこう,population,jinkō
じんこう,artificial,jinkō
しんこく,serious,shinkoku
しんこん,newlywed,shinkon
しんさつ,medical examination,shinsatsu
しんし,gentleman,shinshi
じんじ,human affairs,jinji
しんしつ,bedroom,shinshitsu
しんじつ,truth,shinjitsu
じんじゃ,Shinto shrine,jinja
しんじゅ,pearl,shinju
じんしゅ,race,jinshu
しんしゅつ,advancement,shinshutsu
しんじる,believe,shinjiru
しんしん,mind and body,shinshin
しんじん,newcomer,shinjin
しんせい,application,shinsei
じんせい,human life,jinsei
しんせき,a relative,shinseki
しんせつ,kind,shinsetsu
しんせつ,kindness,shinsetsu
しんせん,fresh,shinsen
しんぜん,goodwill,shinzen
しんそう,the truth,shinsō
しんぞう,heart,shinzō
しんだん,diagnosis,shindan
しんちく,new building,shinchiku
しんちょう,stature,shinchō
しんちょう,prudence,shinchō
しんど,seismic intensity,shindo
しんとう,Shinto,shintō
しんどう,vibration,shindō
しんねん,New Year,shinnen
しんねん,belief,shinnen
しんぱい,anxiety,shinpai
じんぶつ,character,jinbutsu
しんぶん,newspaper,shinbun
じんぶんかがく,humanities,jinbunkagaku
しんぶんしゃ,newspaper office,shinbunsha
しんぽ,progress,shinpo
じんみん,the people,jinmin
じんめい,personal name,jinmei
しんゆう,close friend,shinyū
しんよう,trust,shinyō
しんらい,reliance,shinrai
しんり,truth,shinri
しんり,mental state,shinri
しんりん,forest,shinrin
しんるい,relatives,shinrui
じんるい,mankind,jinrui
しんろ,course,shinro
す,vinegar,su
す,nest,su
ず,figure,zu
すいーつ,sweets,suiitsu
すいえい,swimming,suiei
すいか,watermelon,suika
すいがい,flood damage,suigai
すいこむ,inhale,suikomu
すいじ,cooking,suiji
すいじゅん,level,suijun
すいしん,promotion,suishin
すいせん,flushing,suisen
すいせん,recommendation,suisen
すいそ,hydrogen,suiso
すいそく,conjecture,suisoku
すいぞくかん,aquarium,suizokukan
すいちゅう,in the water,suichū
すいちょく,vertical,suichoku
すいっち,switch,suitchi
すいでん,paddy field,suiden
すいどう,water service,suidō
すいはんき,rice cooker,suihanki
ずいぶん,extremely,zuibun
すいへい,horizontal,suihei
すいへいせん,horizon,suiheisen
すいみん,sleep,suimin
すいめん,surface of the water,suimen
すいようび,Wednesday,suiyōbi
すいりょく,waterpower,suiryoku
すう,inhale,sū
すうがく,mathematics,sūgaku
すうじ,figure,sūji
ずうずうしい,cheeky,zūzūshii
すーつ,suit,sūtsu
すーつけーす,suitcase,sūtsukēsu
すーぱー,supermarket,sūpaa
すーぷ,soup,sūpu
すえ,(after) the end,sue
すえっこ,youngest child,suekko
すかーと,skirt,sukaato
すがた,figure,sugata
すき,favorite,suki
すきー,ski,sukii
すききらい,likes and dislikes,sukikirai
すきとおる,be transparent,sukitōru
すきやき,sukiyaki,sukiyaki
すぎる,pass by,sugiru
すく,be empty,suku
すぐ,at once,sugu
すくい,rescue,sukui
すくう,save,sukū
すくない,few,sukunai
すくなくとも,at least,sukunakutomo
すぐれる,be superior to,sugureru
すけーと,skate,sukēto
すけじゅーる,schedule,sukejūru
すごい,wonderful,sugoi
すこし,a bit,sukoshi
すこしも,at all,sukoshimo
すごす,pass,sugosu
すし,sushi,sushi
すじ,muscle,suji
すじみち,method,sujimichi
すずしい,cool,suzushii
すすむ,advance,susumu
すずめ,sparrow,suzume
すすめる,advance,susumeru
すすめる,suggest,susumeru
すたー,star,sutaa
すたーと,start,sutaato
すたいる,style,sutairu
すたんど,table lamp,sutando
すちゅわーです,flight attendant,suchuwaadesu
ずつう,headache,zutsū
すっかり,all,sukkari
すっきり,refreshed,sukkiri
すっと,clear,sutto
ずっと,all day,zutto
すっぱい,sour,suppai
すてーじ,stage,sutēji
すてき,lovely,suteki
すでに,already,sudeni
すてる,discard,suteru
すてれお,stereo,sutereo
すとーぶ,paraffin heater,sutōbu
すとっぷ,stop,sutoppu
すとらいき,strike,sutoraiki
すとれす,stress,sutoresu
すな,sand,suna
すなお,honest,sunao
すなはま,sandy beach,sunahama
すばやい,nimble,subayai
すばらしい,splendid,subarashii
すぴーかー,speaker,supiikaa
すぴーち,speech,supiichi
すぴーど,speed,supiido
すぷーん,spoon,supūn
すべすべ,smooth,subesube
すべて,all,subete
すべる,slide,suberu
すぽーつ,sport,supōtsu
ずぼん,trousers,zubon
すまーと,sophisticated,sumaato
すまい,dwelling,sumai
すます,settle,sumasu
すませる,finish off,sumaseru
すまほ,smartphone,sumaho
すみ,nook,sumi
すみ,black ink,sumi
すみません,excuse me,sumimasen
すみれ,violet,sumire
すむ,live,sumu
すむ,be settled,sumu
すむ,clear,sumu
すむーじー,smoothie,sumūjii
すもう,sumo wrestling,sumō
すもっぐ,smog,sumoggu
すやすや,peaceful and content,suyasuya
すらいど,slide,suraido
すらすら,unhesitantly,surasura
ずらり,line up neatly,zurari
すり,pickpocket,suri
すりっぱ,slippers,surippa
する,do,suru
ずるい,cunning,zurui
ずるがしこい,sly,zurugashikoi
するどい,pointed,surudoi
ずれる,off track,zureru
すわる,sit,suwaru
せ,height,se
せい,life,sei
せい,sex,sei
せい,cause,sei
せい,right,sei
せい,surname,sei
ぜい,tax,zei
せいか,result,seika
せいかい,right answer,seikai
せいかく,accurate,seikaku
せいかく,character,seikaku
せいかつ,life,seikatsu
ぜいかん,custom house,zeikan
せいき,century,seiki
せいぎ,justice,seigi
せいぎょ,control,seigyo
ぜいきん,tax,zeikin
せいけつ,cleanliness,seiketsu
せいけん,political power,seiken
せいげん,restriction,seigen
せいこう,success,seikō
せいざ,sitting upright with legs folded under one,seiza
せいさく,policy,seisaku
せいさく,manufacture,seisaku
せいさん,production,seisan
せいさん,settlement of accounts,seisan
せいし,life and death,seishi
せいじ,politics,seiji
せいじか,politician,seijika
せいしき,formal,seishiki
せいしつ,nature,seishitsu
せいじつ,sincerity,seijitsu
せいしゅん,youth,seishun
せいしょ,clean copy,seisho
せいじょう,normality,seijō
せいしん,mind,seishin
せいじん,adult,seijin
せいぜい,at most,seizei
せいせき,results,seiseki
せいぞう,production,seizō
せいぞん,existence,seizon
ぜいたく,luxury,zeitaku
せいちょう,growth,seichō
せいと,pupil,seito
せいど,system,seido
せいとう,just,seitō
せいとう,political party,seitō
せいねん,youth,seinen
せいねん,majority,seinen
せいねんがっぴ,date of birth,seinengappi
せいのう,performance,seinō
せいび,maintenance,seibi
せいひん,manufactured goods,seihin
せいふ,government,seifu
せいふく,uniform,seifuku
